,Team_1,Team_2,Winner,Margin,Ground,Match Date
1356,England,Australia,Australia,7 wickets,Lord's,"Sep 12, 2009"
1357,Sri Lanka,India,India,46 runs,Colombo (RPS),"Sep 14, 2009"
1358,England,Australia,Australia,4 wickets,Nottingham,"Sep 15, 2009"
1359,England,Australia,Australia,111 runs,Nottingham,"Sep 17, 2009"
1360,England,Australia,England,4 wickets,Chester-le-Street,"Sep 20, 2009"
1361,South Africa,Sri Lanka,Sri Lanka,55 runs,Centurion,"Sep 22, 2009"
1362,Pakistan,West Indies,Pakistan,5 wickets,Johannesburg,"Sep 23, 2009"
1363,South Africa,New Zealand,South Africa,5 wickets,Centurion,"Sep 24, 2009"
1364,England,Sri Lanka,England,6 wickets,Johannesburg,"Sep 25, 2009"
1365,Australia,West Indies,Australia,50 runs,Johannesburg,"Sep 26, 2009"
1366,India,Pakistan,Pakistan,54 runs,Centurion,"Sep 26, 2009"
1367,New Zealand,Sri Lanka,New Zealand,38 runs,Johannesburg,"Sep 27, 2009"
1368,South Africa,England,England,22 runs,Centurion,"Sep 27, 2009"
1369,Australia,India,no result,-,Centurion,"Sep 28, 2009"
1370,England,New Zealand,New Zealand,4 wickets,Johannesburg,"Sep 29, 2009"
1371,Australia,Pakistan,Australia,2 wickets,Centurion,"Sep 30, 2009"
1372,India,West Indies,India,7 wickets,Johannesburg,"Sep 30, 2009"
1373,Australia,England,Australia,9 wickets,Centurion,"Oct 2, 2009"
1374,New Zealand,Pakistan,New Zealand,5 wickets,Johannesburg,"Oct 3, 2009"
1375,Australia,New Zealand,Australia,6 wickets,Centurion,"Oct 5, 2009"
1376,Zimbabwe,Kenya,Zimbabwe,91 runs,Harare,"Oct 12, 2009"
1377,Zimbabwe,Kenya,Zimbabwe,86 runs,Harare,"Oct 13, 2009"
1378,Zimbabwe,Kenya,Kenya,20 runs,Harare,"Oct 15, 2009"
1379,Zimbabwe,Kenya,Zimbabwe,6 wickets,Harare,"Oct 17, 2009"
1380,Zimbabwe,Kenya,Zimbabwe,142 runs,Harare,"Oct 18, 2009"
1381,India,Australia,Australia,4 runs,Vadodara,"Oct 25, 2009"
1382,Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Mirpur,"Oct 27, 2009"
1383,India,Australia,India,99 runs,Nagpur,"Oct 28, 2009"
1384,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Mirpur,"Oct 29, 2009"
1385,Bangladesh,Zimbabwe,Bangladesh,4 wickets,Mirpur,"Oct 31, 2009"
1386,India,Australia,India,6 wickets,Delhi,"Oct 31, 2009"
1387,India,Australia,Australia,24 runs,Mohali,"Nov 2, 2009"
1388,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,"Nov 3, 2009"
1389,New Zealand,Pakistan,Pakistan,138 runs,Abu Dhabi,"Nov 3, 2009"
1390,Bangladesh,Zimbabwe,Bangladesh,1 wicket,Chattogram,"Nov 5, 2009"
1391,India,Australia,Australia,3 runs,Hyderabad,"Nov 5, 2009"
1392,New Zealand,Pakistan,New Zealand,64 runs,Abu Dhabi,"Nov 6, 2009"
1393,India,Australia,Australia,6 wickets,Guwahati,"Nov 8, 2009"
1394,South Africa,Zimbabwe,South Africa,45 runs,Benoni,"Nov 8, 2009"
1395,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,"Nov 9, 2009"
1396,South Africa,Zimbabwe,South Africa,212 runs,Centurion,"Nov 10, 2009"
1397,South Africa,England,England,7 wickets,Centurion,"Nov 22, 2009"
1398,South Africa,England,South Africa,112 runs,Cape Town,"Nov 27, 2009"
1399,South Africa,England,England,7 wickets,Gqeberha,"Nov 29, 2009"
1400,India,Sri Lanka,India,3 runs,Rajkot,"Dec 15, 2009"
1401,India,Sri Lanka,Sri Lanka,3 wickets,Nagpur,"Dec 18, 2009"
1402,India,Sri Lanka,India,7 wickets,Cuttack,"Dec 21, 2009"
1403,India,Sri Lanka,India,7 wickets,Eden Gardens,"Dec 24, 2009"
1404,India,Sri Lanka,no result,-,Delhi,"Dec 27, 2009"
